,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status,Current Price,Shares Outstanding
122,N/A,N/A,utx,N/A,N/A,N/A,N/A,N/A,83.106,19.26,1.72,3.6059816,0.09112000,0.14043,0.05659999,0.18959999,71.208,99120000000.0,17.565771,17.565771,2.77,0.18220091,0.18220091,57240000000.0,15780000000.0,10110000000.0,5280000000.0,6.422,0.216,0.034,6410000000.0,8.931,24580000000.0,1.235,34.44,6300000000.0,1.07632,0.00126,0.83199996,8580000.0,3.16,0.01216599,8540000.0,N/A,124.19,801230000.0
123,N/A,N/A,csco,N/A,N/A,N/A,N/A,N/A,49.662,15.82,3.20,2.3922184,0.2061,0.26806998,0.06645,0.15654,9.665,1.558e+11,12.773469,12.773469,1.27,0.04998314,0.04998314,49250000000.0,30960000000.0,15050000000.0,1.97,1.97,0.087,0.005,13570000000.0,13.595,32470000000.0,3.52,13.082,13690000000.0,1.39535,0.00108000,0.77,39760000.0,1.6,0.007911,38670000.0,N/A,31.295,39760000.0
124,N/A,N/A,pdco,N/A,N/A,N/A,N/A,N/A,76.964,24.13,0.72,2.9203959,0.03055000,0.05797,0.05766,0.12255,58.939,4050000000.0,17.290838,17.290838,2.49,0.12717706,0.12717706,5590000000.0,1300000000.0,408060000.0,173790000.0,1.79,0.042,0.006,162720000.0,1.012,1070000000.0000001,1.995,14.861,162720000.0,1.01043,0.16038999,0.763,10650000.0,8.12,0.126637,10480000.0,N/A,43.4,94120000.0
125,N/A,N/A,prgo,N/A,N/A,N/A,N/A,N/A,95.5,N/A,2.03,1.7216524,0.66546,0.12909001,0.02454999,0.42880002,35.768,10510000000.0,14.657948,14.657948,2.82,0.2369973,0.2369973,5280000000.0,2050000000.0,1120000000.0,3410000000.0,23.803,0.114,0.114,654900000.0,21.622,5790000000.0,2.058,42.314,750900000.0,0.6134,0.00471,0.46400002,12160000.0,6.48,0.102109,10330000.0,N/A,72.85,143400000.0
126,N/A,N/A,dltr,N/A,N/A,N/A,N/A,N/A,112.277,18.47,0.76,2.8438156,0.04130000,0.07994,0.06521,0.16812,88.665,15950000000.0,13.3975935,13.3975935,1.06,0.2919314,0.2919314,20720000000.0,6390000000.0,2300000000.0,3.65,3.65,0.134,0.04,1670000000.0,4.896,6300000000.0,1.909,23.697,1790000000.0,0.446118,0.03525,0.874,6050000.0,2.35,0.026313,5890000.0,N/A,67.3899,236690000.0
127,N/A,N/A,pgr,N/A,N/A,N/A,N/A,N/A,34.509,21.89,1.07,3.0561614,0.04951000,0.07719,0.0356,0.14419,41.621,26060000000.0,17.114504,17.114504,0.91,0.34034884,0.34034884,23440000000.0,1730000000.0,2080000000.0,1200000000.0,2.049,0.659,0.137,2700000000.0,5.611,3110000000.0,0.973,14.672,0.659,0.880529,0.02489,0.826,4760000.0,1.64,0.00818,5470000.0,N/A,44.84,4760000.0
128,N/A,N/A,cbs,N/A,N/A,N/A,N/A,N/A,310.329,51.69,2.00,9.007478,0.04147999,0.2174,0.07547,0.3738,29.927,25730000000.0,12.421206,12.421206,0.87,0.10062134,0.10062134,13170000000.0,13170000000.0,3030000000.0,1560000000.0,1.226,0.068,0.068,1690000000.0,0.402,8950000000.0,1.641,7.088,1380000000.0,1.52071,0.02858,0.865,9650000.0,2.76,0.02682300,10120000.0,N/A,63.845,368360000.0
129,N/A,N/A,cbg,N/A,N/A,N/A,N/A,N/A,102.532,20.17,0.93,3.8735156,0.0469,0.06686,0.05585,0.20602,39.287,12430000000.0,14.369689,14.369689,1.41,0.331275,0.331275,13070000000.0,1170000000.0,1260000000.0,619400000.0,1.829,0.583,0.047,450310000.0,1.583,3340000000.0,1.222,9.534,436920000.0,2.19256,0.01233,0.95199996,10900000.0,5.7,0.037244,10550000.0,N/A,36.9301,333030000.0
130,N/A,N/A,mcd,N/A,N/A,N/A,N/A,N/A,29.149,27.64,5.18,0.08,0.19580999,0.32766,0.15156999,5.21395,29.149,1.2762e+11,22.767942,22.767942,2.75,0.26715744,0.26715744,24620000000.0,10200000000.0,9450000000.0,4780000000.0,5.665,0.176,0.039,6060000000.0,2.959,27210000000.0,1.834,2.492,5860000000.0,0.802428,4.9,0.693,8630000.0,2.53,0.010574,8520000.0,N/A,155.9604,815070000.0
131,N/A,N/A,eqr,N/A,N/A,N/A,N/A,N/A,82.113,28.28,9.81,2.3262582,0.35181,0.35002,0.02517,0.07906,6.596,23880000000.0,47.374165,47.374165,17.41,0.09307229,0.09307229,2430000000.0,1620000000.0,1560000000.0,844380000.0,2.3,0.96,0.024,1110000000.0,0.117,8930000000.0,0.159,27.9,1200000000.0,0.572223,0.01743,0.981,7780000.0,4.93,0.024138,8880000.0,N/A,64.9026,367160000.0
132,N/A,N/A,ben,N/A,N/A,N/A,N/A,N/A,11.888,14.81,3.98,2.1263945,0.27771,0.36136,0.08744001,0.13459,11.262,25810000000.0,15.906897,15.906897,23.92,0.30309987,0.30309987,6570000000.0,6570000000.0,2350000000.0,1770000000.0,3.104,0.214,0.008,1730000000.0,21.119,1680000000.0,12.937,21.694,1910000000.0,1.63091,0.37699002,0.501,9950000.0,4.2,0.029468,8369999.999999999,N/A,46.13,561320000.0
133,N/A,N/A,met,N/A,N/A,N/A,N/A,N/A,89.067,N/A,0.98,0.88172555,0.00939,0.01554,6.5,0.00791,55.748,59780000000.0,0.00939,0.00939,0.36236513,0.36236513,0.36236513,63480000000.0,22670000000.0,566250000.0,0.618,0.618,0.621,0.118,14830000000.0,31.819,60660000000.0,1.041,62.82,15010000000.0,1.42099,0.15689999,0.775,11230000.0,2.16,0.012238,11110000.0,N/A,55.39,1080000000.0
134,N/A,N/A,bsx,N/A,N/A,N/A,N/A,N/A,78.179,89.17,4.39,5.3988743,0.05069,0.16395001,0.04932,0.0644,6.304,38100000000.0,20.010792,20.010792,2.21,0.16455162,0.16455162,8390000000.0,5960000000.0,2220000000.0,0.312,0.312,0.404,0.1,1730000000.0,0.114,5510000000.0,0.867,5.152,0.404,0.941721,0.00803,0.916,14670000.0,2.35,0.012294,15090000.0,N/A,27.815,1370000000.0
135,N/A,N/A,mmc,N/A,N/A,N/A,N/A,N/A,89.001,21.96,2.98,6.140503,0.13873,0.20481001,0.09233,0.28125,25.851,40190000000.0,18.542858,18.542858,1.88,0.1502229,0.1502229,13210000000.0,13210000000.0,3190000000.0,1860000000.0,3.559,0.198,0.05,2009999999.9999998,1.809,5890000000.0,1.388,12.683,2190000000.0,1.02801,0.0021,0.86,5350000.0,3.21,0.0104,5030000.0,N/A,77.88,515330000.0
136,N/A,N/A,ca,N/A,N/A,N/A,N/A,N/A,51.468,18.55,3.55,2.4950948,0.19202,0.29262,0.06199,0.14006,9.749,14340000000.0,13.733999,13.733999,23.73,2.9158592,2.9158592,4040000000.0,3220000000.0,1260000000.0,1.85,1.85,0.093,0.003,1040000000.0,6.632,2930000000.0,1.242,13.761,1040000000.0,0.668022,0.28647,0.691,14350000.0,4.69,0.044309,14350000.0,N/A,34.335,421220000.0
137,N/A,N/A,iff,N/A,N/A,N/A,N/A,N/A,95.154,26.56,3.30,6.4684176,0.12722,0.1774,0.08331,0.24621001,39.762,10550000000.0,21.214966,21.214966,3.11,0.00594508,0.00594508,3120000000.0,1400000000.0,662560000.0,401490000.0,5.028,0.014,0.057,535409999.99999994,3.804,1550000000.0,1.736,20.597,517159999.99999994,1.26233,0.01588,0.84199995,1970000.0,3.82,0.031478,1760000.0,N/A,133.23,78970000.0
138,N/A,N/A,vz,N/A,N/A,N/A,N/A,N/A,466.677,14.45,1.42,7.4943566,0.09923001,0.2161,0.06797,0.56407,30.296,1.7631e+11,11.357895,11.357895,4.55,0.2267893,0.2267893,1.2598e+11,74560000000.0,42690000000.0,12270000000.0,2.99,0.205,0.073,22710000000.0,1.056,116840000000.0,1.019,5.759,16899999999.999998,0.578388,1.4,0.645,35920000.0,2.4,0.008811,34440000.0,N/A,43.16,4080000000.0
139,N/A,N/A,urbn,N/A,N/A,N/A,N/A,N/A,30.394,10.29,0.57,1.5481151,0.05657,0.09009,0.10663999,0.15997,30.394,2040000000.0,11.52039,11.52039,1.87,0.4085551,0.4085551,3550000000.0,1240000000.0,449740000.0,200500000.0,1.713,0.6,0.002,414900000.0,3.204,1.287,2.616,11.46,357830000.0,0.507225,0.26453,0.80300003,15940000.0,4.75,0.242312,15380000.0,N/A,17.7414,115790000.0
140,N/A,N/A,lsi,N/A,N/A,N/A,N/A,N/A,81.864,42.21,7.17,1.6115555,0.16857,0.35299,0.03209,0.04319,10.157,3330000000.0,27.116539,27.116539,3.74,0.33505064,0.33505064,462610000.0,311340000.0,291500000.0,77310000.0,1.704,0.397,0.291,225550000.0,0.104,1710000000.0,0.445,44.758,215660000.0,0.5441,7.94,7.94,4200000.0,7.94,0.123757,3980000.0,N/A,72.13,46240000.0
141,N/A,N/A,cnp,N/A,N/A,N/A,N/A,N/A,245.377,25.44,1.41,3.345315,0.05677,0.11873,0.02861999,0.13347,19.222,11840000000.0,19.610714,19.610714,3.53,0.14599156,0.14599156,7530000000.0,2470000000.0,2080000000.0,1.08,1.08,0.23,0.379,1930000000.0,3.068,8680000000.0,1.096,8.207,1610000000.0,0.571152,0.00403,0.759,7630000.0,2.75,0.019806,11890000.0,N/A,27.455,430960000.0
142,N/A,N/A,eog,N/A,N/A,N/A,N/A,N/A,50.161,N/A,5.97,3.7774992,0.068,0.07355,0.01452000,0.04530000,15.655,52280000000.0,45.57175,45.57175,0.36,0.06448197,0.06448197,7650000000.0,5840000000.0,3460000000.0,596390000.0,1.065,0.915,0.915,2360000000.0,2.679,6990000000.0,1.67,24.128,2970000000.0,0.904626,0.00614,0.895,8150000.0,2.35,0.01418400,8320000.0,N/A,91.1435,577270000.0
143,N/A,N/A,ups,N/A,N/A,N/A,N/A,N/A,3083.75,28.24,1.55,179.15585,0.05594999,0.08796,0.08762,2.275,70.291,95950000000.0,17.057188,17.057188,2.22,0.00199472,0.00199472,60910000000.0,47080000000.0,7660000000.0,3460000000.0,3.915,0.039,0.062,6470000000.0,4.297,17270000000.0,1.008,0.616,4040000000.0,0.855947,5.9999997,0.691,8560000.0,3.47,0.01241600,9050000.0,N/A,110.36,688770000.0
144,N/A,N/A,cce,N/A,N/A,N/A,N/A,N/A,98.135,25.88,1.66,2.6520526,0.06282,0.11578,0.05639,0.17171,26.254,19870000000.0,15.619403,15.619403,1.27,0.12851179,0.12851179,9630000000.0,3740000000.0,1810000000.0,728690000.0,1.619,0.108,0.679,1310000000.0,0.878,7350000000.0,0.938,15.784,1440000000.0,15.784,1.43,1.43,2310000.0,1.43,0.016431,2290000.0,N/A,41.86,474190000.0
145,N/A,N/A,trip,N/A,N/A,N/A,N/A,N/A,15.679,52.48,3.43,3.7951438,0.06933,0.10133000,0.04234000,0.07303,10.346,5270000000.0,28.837212,28.837212,11.19,0.47776824,0.47776824,1480000000.0,1410000000.0,2.164,0.711,0.711,0.549,0.057,0.3,5.282,2.164,2.219,9.802,0.549,1.97354,0.19444,0.91800004,16880000.0,4.78,0.174179,20620000.0,N/A,37.2,128430000.0
146,N/A,N/A,flws,N/A,N/A,N/A,N/A,N/A,39.862,25.34,0.52,2.2419927,0.02101,0.03554,0.04905000,0.09522,18.22,617420000.0,18.9,18.9,1.04,0.01981234,0.01981234,1170000000.0,517460000.0,109770000.0,24970000.0,0.373,0.002,0.002,57670000.0,0.869,109770000.0,2.124,4.215,41860000.0,1.49773,0.08826999,0.78099996,654.43,4.6,0.02359999,651.32,N/A,9.45,35350000.0
147,N/A,N/A,dow,N/A,N/A,N/A,N/A,N/A,75.789,16.33,1.56,2.966048,0.09770001,0.11885,0.05045,0.1842,44.735,80970000000.0,14.964693,14.964693,2.29,0.26692843,0.26692843,48160000000.0,10520000000.0,8980000000.0,4670000000.0,4.059,3.8,0.236,5480000000.0,4.706,21470000000.0,1.868,22.149,5820000000.0,1.44094,1.4999999,0.7,13960000.0,2.43,0.01147600,12740000.0,N/A,65.695,1220000000.0
148,N/A,N/A,cme,N/A,N/A,N/A,N/A,N/A,10.857,26.71,11.66,2.029809,0.4362,0.62031,0.01929999,0.07567,10.628,41930000000.0,23.167292,23.167292,2.85,0.234563,0.234563,3470000000.0,3470000000.0,2450000000.0,1570000000.0,4.62,0.083,0.005,1720000000.0,4.046,2230000000.0,1.035,60.72,1700000000.0,0.739811,0.04484,0.78800005,4780000.0,3.46,0.01412500,5280000.0,N/A,123.25,339790000.0
149,N/A,N/A,igt,N/A,N/A,N/A,N/A,N/A,218.181,14.82,0.75,1.036188,0.04962,0.13149,0.02766000,0.09394,24.874,3700000000.0,10.658959,10.658959,1.17,0.04392767,0.04392767,5150000000.0,2020000000.0,1490000000.0,249320000.0,1.233,0.101,0.101,961890000.0,2.288,7860000000.0,0.835,17.796,1040000000.0,1.14221,0.52132,0.299,2300000.0,1.59,0.02165800,2230000.0,N/A,18.44,202430000.0
150,N/A,N/A,gnw,N/A,N/A,N/A,N/A,N/A,33.603,N/A,0.20,0.13554041,0.01998999,0.08920999,0.00461,0.00332,17.564,1740000000.0,3.7021277,3.7021277,0.7,0.23741007,0.23741007,8370000000.0,1850000000.0,803250000.0,0.351,0.351,2.041,0.216,1850000000.0,9.334,4940000000.0,1.691,25.675,2250000000.0,2.87669,0.00164,0.821,15090000.0,4.11,0.03031,14890000.0,N/A,3.48,498950000.0
151,N/A,N/A,zion,N/A,N/A,N/A,N/A,N/A,11.601,20.17,3.88,1.2880231,0.21907,0.34525,0.0083,0.06734,11.601,9080000000.0,14.729373,14.729373,1.22,0.7649356,0.7649356,2470000000.0,1580000000.0,3580000000.0,457010000.0,2.221,0.605,0.133,596070000.0,13.744,3580000000.0,2360000000.0,34.65,769070000.0,1.61468,0.01943,0.90400004,15850000.0,4.69,0.079467,18350000.0,N/A,44.63,202630000.0
152,N/A,N/A,aon,N/A,N/A,N/A,N/A,N/A,107.741,26.60,3.00,6.1461525,0.11630999,0.16660999,0.04533,0.24756001,43.961,35290000000.0,16.779303,16.779303,1.65,0.21237338,0.21237338,11630000000.0,11630000000.0,2470000000.0,1350000000.0,5.062,0.085,0.046,2330000000.0,2.087,6280000000.0,1.187,21.895,2290000000.0,1.05764,0.01036999,0.9,2520000.0,1.95,0.00968,2250000.0,N/A,134.57,262070000.0
153,N/A,N/A,c,N/A,N/A,N/A,N/A,N/A,22.472,13.49,2.88,0.8811589,0.24257,0.35165,0.00864000,0.06832,22.472,1.8425e+11,11.29223,11.29223,1.33,0.5382136,0.5382136,62560000000.0,62560000000.0,436680000000.0,14200000000.0,4.962,0.222,0.05,53930000000.0,243.248,436680000000.0,63900000000.0,75.866,51460000000.0,1.58239,0.00107,0.746,26490000.0,1.7,0.009591,18960000.0,N/A,66.85,2750000000.0
154,N/A,N/A,cf,N/A,N/A,N/A,N/A,N/A,90.553,N/A,1.85,2.0843408,0.08768,0.12345,0.01865,0.03151999,15.952,6740000000.0,48.04918,48.04918,2.37,0.13100266,0.13100266,3690000000.0,3140000000.0,1200000000.0,1.4,1.4,0.033,0.033,2210000000.0,5.626,5780000000.0,3.288,14.062,0.033,0.858941,0.05633999,0.946,33420000.0,7.03,0.181134,37470000.0,N/A,29.31,233180000.0
155,N/A,N/A,ni,N/A,N/A,N/A,N/A,N/A,189.599,23.37,1.76,1.9752188,0.07653,0.19173001,0.03089,0.08751000,14.426,8300000000.0,20.411121,20.411121,2.85,0.02668213,0.02668213,4490000000.0,3100000000.0,1410000000.0,352800000.0,1.094,0.121,0.113,803300000.0,0.14,7950000000.0,0.402,12.917,911500000.0,0.220964,0.00585,0.808,9080000.0,3.48,0.031605,7250000.0,N/A,25.5139,323450000.0
156,N/A,N/A,ko,N/A,N/A,N/A,N/A,N/A,206.117,31.32,4.65,8.3115425,0.15298,0.23534,0.06562,0.25898,9.45,1.9017e+11,22.474747,22.474747,4.86,0.02742433,0.02742433,41860000000.0,25400000000.0,11240000000.0,6230000000.0,1.421,0.206,0.113,8800000000.0,5.899,47540000000.0,1.405,5.354,8980000000.0,0.665808,0.0069,0.632,39460000.0,3.47,0.01024000,39460000.0,N/A,44.5,4270000000.0
157,N/A,N/A,ksu,N/A,N/A,N/A,N/A,N/A,57.195,21.81,4.63,2.6881664,0.21709,0.35208,0.06093999,0.11895,22.237,11150000000.0,18.375875,18.375875,1.63,0.13921142,0.13921142,2330000000.0,1640000000.0,1150000000.0,516700000.00000006,4.819,0.394,0.083,913300000.0,1.16,2560000000.0,0.894,39.101,882900000.0,0.638732,0.01340000,0.92800003,1790000.0,1.88,0.016974,2020000.0,N/A,105.11,106080000.0
158,N/A,N/A,col,N/A,N/A,N/A,N/A,N/A,91.965,19.57,3.31,5.9323707,0.13831,0.19816,0.08590999,0.33478,40.783,17700000000.0,15.422475,15.422475,1.78,0.26194918,0.26194918,5260000000.0,1620000000.0,1240000000.0,5.572,5.572,0.017,0.024,1370000000.0,1.73,2210000000.0,1.59,18.276,0.017,0.780453,0.00448,0.78199995,2029999.9999999998,1.5,0.01555699,3120000.0,N/A,108.42,162380000.0
159,N/A,N/A,hes,N/A,N/A,N/A,N/A,N/A,44.541,N/A,2.71,0.96077037,1.19274,0.56237,0.05572,0.3192,15.908,13540000000.0,16.590038,16.590038,2.24,0.28388488,0.28388488,4760000000.0,1820000000.0,1350000000.0,5990000000.0,19.124,0.306,0.306,2250000000.0,8.557,6780000000.0,1.962,45.068,1200000000.0,1.49708,0.12562999,0.79300004,26220000.0,7.03,0.095869,27270000.0,N/A,43.3,317910000.0
160,N/A,N/A,gm,N/A,N/A,N/A,N/A,N/A,196.696,5.49,0.31,1.1601083,0.0592,0.06123,0.03001,0.22742,111.335,53570000000.0,5.965604,5.965604,1.27,0.15686274,0.15686274,1.6638e+11,21250000000.0,20720000000.0,10080000000.0,6.465,0.376,0.106,16550000000.0,13.534,90900000000.0,0.876,30.648,18690000000.0,1.63783,0.04657,0.765,32479999.999999996,2.22,0.02152299,51660000.0,N/A,35.555,1490000000.0
161,N/A,N/A,fosl,N/A,N/A,N/A,N/A,N/A,62.741,18.53,0.16,0.47766253,0.0084,0.04216,0.03582,0.03261,61.524,457980000.0,9.300971,9.300971,0.97,0.6841772,0.6841772,3040000000.0,1580000000.0,210540000.0,24890000.0,0.51,0.118,0.118,210130000.0,6.62,616310000.0,3.311,20.056,226970000.0,0.391936,0.31561002,0.894,12860000.0,5.29,0.542792,12300000.0,N/A,9.58,48460000.0
162,N/A,N/A,adm,N/A,N/A,N/A,N/A,N/A,42.011,17.32,0.36,1.3572615,0.02204999,0.02675,0.02654,0.07973000,107.93,23250000000.0,13.844068,13.844068,6.06,0.06930005,0.06930005,62350000000.0,3680000000.0,2580000000.0,1390000000.0,2.362,0.523,0.042,1480000000.0,1.316,7210000000.0,1.506,30.09,1860000000.0,1.05234,0.02229,0.77,10970000.0,3.24,0.019676,10220000.0,N/A,40.84,568360000.0
163,N/A,N/A,orcl,N/A,N/A,N/A,N/A,N/A,106.753,22.83,5.47,3.8547509,0.24743,0.35189,0.06714000,0.18297,9.168,2.087e+11,15.731975,15.731975,1.84,0.20424926,0.20424926,37730000000.0,30260000000.0,14670000000.0,9340000000.0,2.21,0.143,0.028,14130000000.0,15.974,57910000000.0,3.082,13.019,14130000000.0,1.1239,0.26173002,0.615,32270000.000000004,3.25,0.010807,29810000.0,N/A,50.185,4140000000.0
164,N/A,N/A,wyn,N/A,N/A,N/A,N/A,N/A,857.808,16.87,2.04,15.978587,0.12686,0.20865999,0.06577,0.87251,47.88,10630000000.0,14.497144,14.497144,1.27,0.34295928,0.34295928,5600000000.0,2870000000.0,1330000000.0,6.046,6.046,0.583,0.01,1.49,2.13,5710000000.0,0.98,6.351,0.583,1.35342,0.01153,0.951,3880000.0,2.79,0.04222,3990000.0,N/A,101.48,104350000.0
165,N/A,N/A,dfs,N/A,N/A,N/A,N/A,N/A,238.189,10.44,3.21,2.17837,0.33116,0.51675,0.02605,0.21097,18.093,23240000000.0,9.13024,9.13024,1.15,0.07179391,0.07179391,10500000000.0,3580000000.0,26830000000.0,2330000000.0,5.855,0.059,0.026,4420000000.0,39.922,26830000000.0,1.486,27.998,4280000000.0000005,1.56056,0.00841,0.855,4260000.0,1.04,0.01117599,4500000.0,N/A,60.99,380190000.0
166,N/A,N/A,cern,N/A,N/A,N/A,N/A,N/A,13.376,33.87,4.47,5.293173,0.13659,0.20296,0.10744,0.16423,14.394,21710000000.0,23.705036,23.705036,1.8,0.07523870,0.07523870,4800000000.0,4020000000.0,1350000000.0,659340000.0,1.94,0.209,0.106,1160000000.0,1.61,550150000.0,2.191,12.45,1120000000.0,0.883498,0.11053000,0.82199997,15160000.0,5.28,0.05209,18850000.0,N/A,65.9,330430000.0
167,N/A,N/A,life,N/A,N/A,N/A,N/A,N/A,18.881,N/A,N/A,1.5478424,0.0,0.0,0.38037997,0.73010004,0.38037997,78560000.0,0.0,0.0,0.20437956,0.20437956,0.20437956,42850000.0,42850000.0,54140000.0,55170000.0,2.327,0.0,0.0,52860000.0,2.602,9570000.0,9.739,2.132,54280000.0,2.132,0.09431,0.608,556.41,21.0,0.042025,511.06,N/A,3.3,23810000.0
168,N/A,N/A,csx,N/A,N/A,N/A,N/A,N/A,96.786,30.13,4.41,4.362574,0.15194,0.31537,0.06346,0.1478,12.065,50920000000.0,19.968262,19.968262,1.65,1.003701,1.003701,11070000000.0,8290000000.0,4880000000.0,1720000000.0,1.832,0.054,0.096,3040000000.0,1.319,11290000000.0,1.168,12.633,3330000000.0,1.37417,0.00345,0.71099997,22480000.0,3.01,0.025577,20460000.0,N/A,55.1124,922690000.0
169,N/A,N/A,slm,N/A,N/A,N/A,N/A,N/A,116.822,19.49,5.77,2.652685,0.32805002,0.53502,0.01617,0.12201,1.987,4970000000.0,12.78889,12.78889,0.61,0.64357877,0.64357877,1150000000.0,385410000.0,2850000000.0,257709999.99999997,0.591,0.429,0.324,200930000.0,2.5,2850000000.0,1.384,4.339,154630000.0,1.32724,0.0792,0.941,14750000.0,3.53,0.038858,16950000.0,N/A,11.51,431330000.0
170,N/A,N/A,wfm,N/A,N/A,N/A,N/A,N/A,31.229,33.39,0.85,3.9773157,0.02535,0.04976,0.0766,0.12101,49.643,13400000000.0,30.587591,30.587591,28.55,0.25644088,0.25644088,15720000000.0,5410000000.0,1330000000.0,1.256,1.256,0.291,0.011,1120000000.0,2.779,1050000000.0,1.577,10.536,1160000000.0,0.630482,0.00813,0.808,28420000.0,5.9,0.09010199,31970000.0,N/A,41.905,319690000.0
171,N/A,N/A,viab,N/A,N/A,N/A,N/A,N/A,244.612,11.40,1.06,2.9110167,0.09316,0.20653999,0.07262000,0.27035,32.518,13860000000.0,8.3373785,8.3373785,1.26,0.24867958,0.24867958,12910000000.0,6130000000.0,2890000000.0,1200000000.0,3.025,0.605,0.085,1.67,1.67,12190000000.0,1.44,11.8,1490000000.0,1.6958,0.00763,0.90699995,14890000.0,2.19,0.043107,14490000.0,N/A,34.35,352300000.0
172,N/A,N/A,ea,N/A,N/A,N/A,N/A,N/A,24.384,35.94,6.94,8.320675,0.19959,0.25573,0.10487001,0.25939,15.99,34310000000.0,22.042255,22.042255,1.69,0.36360204,0.36360204,4840000000.0,3550000000.0,1410000000.0,3.08,3.08,0.351,0.167,1380000000.0,14.618,2.025,2.153,13.166,1380000000.0,0.840745,0.00658,1.044,8400000.0,1.74,0.028717,8400000.0,N/A,109.55,309580000.0
173,N/A,N/A,shw,N/A,N/A,N/A,N/A,N/A,94.619,27.89,2.71,15.87314,0.10022,0.15256,0.17628999,0.78729,130.749,32940000000.0,20.511002,20.511002,1.98,0.15568566,0.15568566,11860000000.0,5920000000.0,2040000000.0,1210000000.0,12.764,0.446,0.073,1310000000.0,10.997,1950000000.0,1.319,22.316,1600000000.0,1.437,0.17388001,0.684,1030000.0,2.09,0.01260499,1300000.0,N/A,354.225,93130000.0
174,N/A,N/A,cms,N/A,N/A,N/A,N/A,N/A,227.933,21.91,1.99,2.9454732,0.09118,0.21192,0.04087,0.1375,23.085,12890000000.0,19.729614,19.729614,2.79,0.02220726,0.02220726,6400000000.0,2390000000.0,2080000000.0,2.101,2.101,0.203,0.016,1630000000.0,1.546,10040000000.0,1.15,15.607,1640000000.0,0.132811,0.00912,0.9,4930000.0,2.61,0.019721,4530000.0,N/A,45.97,279730000.0
175,N/A,N/A,cnx,N/A,N/A,N/A,N/A,N/A,68.328,N/A,1.64,0.96748567,0.35661,0.20787,0.02908,0.12172,9.645,3590000000.0,19.54321,19.54321,0.98,0.06890452,0.06890452,1980000000.0,656270000.0,269930000.0,539480000.0,3.448,0.565,0.565,469290000.0,0.266,2670000000.0,0.621,16.362,544450000.0,1.33033,0.34709,0.84699994,27740000.0,8.7,0.155909,27950000.0,N/A,15.83,230050000.0
176,N/A,N/A,jcp,N/A,N/A,N/A,N/A,N/A,382.987,N/A,0.11,1.188946,0.00892,0.02579999,0.02265000,0.09043,40.305,1430000000.0,10.511364,10.511364,0.35,0.46728975,0.46728975,12550000000.0,4480000000.0,4620000000.0,0.36,0.36,0.037,0.037,0.06,1.171,4620000000.0,1.575,3.89,0.037,0.007809,0.01175,0.856,110730000.0,5.37,0.38819999,110500000.0,N/A,4.625,110730000.0
177,N/A,N/A,isrg,N/A,N/A,N/A,N/A,N/A,72.882,47.81,12.47,8.483862,0.27991,0.3552,0.12222,0.17556,72.882,34940000000.0,34.75347,34.75347,3.6,0.3956405,0.3956405,2700000000.0,1890000000.0,1080000000.0,779300000.0,19.837,0.319,0.134,1040000000.0,39.76,3.421,3.883,112.16,1060000000.0,0.800243,0.01179999,0.925,2350000.0,8.44,0.06948,2470000.0,N/A,951.55,36840000.0
178,N/A,N/A,ipg,N/A,N/A,N/A,N/A,N/A,85.663,15.94,1.24,4.9577293,0.07948,0.12021,0.05086999,0.29068002,19.861,9680000000.0,14.927273,14.927273,1.49,0.01992523,0.01992523,7850000000.0,7850000000.0,1110000000.0,624600000.0,1.538,4.0,0.007,513400000.0,1.969,1920000000.0,0.943,4.968,795200000.0,1.4734,0.00565,0.97400004,19010000.0,5.31,0.04844,19040000.0,N/A,24.63,395110000.0
179,N/A,N/A,peg,N/A,N/A,N/A,N/A,N/A,90.065,40.64,2.34,1.6437558,0.05865,0.24278,0.03526,0.04027,17.895,21380000000.0,14.4471,14.4471,111.31,0.0790053,0.0790053,9060000000.0,3050000000.0,3330000000.0,1.04,1.04,0.763,0.009,3310000000.0,0.385,11710000000.0,0.873,25.752,3290000000.0,0.358973,0.0014,0.685,7770000.0,2.56,0.01539399,7770000.0,N/A,42.33,505880000.0
180,N/A,N/A,unp,N/A,N/A,N/A,N/A,N/A,76.221,20.87,4.33,4.4953637,0.21369,0.36445,0.08259,0.21523,24.56,88180000000.0,17.066978,17.066978,1.52,0.17955685,0.17955685,19940000000.0,16190000000.0,9430000000.0,4330000000.0,5.232,0.138,0.063,7530000000.0,1.411,15030000000.0,0.932,24.374,7230000000.0,1.02946,0.00157000,0.81,9270000.0,2.75,0.01143300,8330000.0,N/A,109.57,807440000.0
